title,popularity,vote_average,runtime,genres,original_language,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,Unknown,War,Western
A Boy Named Charlie Brown,0.767,6.2,26,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy-Light,0.6,5.6,6,"Documentary,Animation",en,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beautiful Sailor,1.147,5.6,80,Drama,fr,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tell Me,0.6,5.4,46,"TVMovie,Documentary",fr,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Time to Love,0.712,7.0,100,Drama,fa,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Laila's Birthday,0.718,5.8,71,Drama,ar,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
America's Longest War,0.6,7.0,67,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulliver's Travels,0.793,6.2,48,"Music,Animation,Family,Fantasy",en,5,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
On the Far Side of the Tunnel,1.209,4.4,105,Drama,es,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Towards Mathilde,1.079,6.4,84,Documentary,fr,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventures of Serial Buddies,1.139,5.1,91,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ode,0.964,6.8,50,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Human Cargo,0.783,6.2,92,Documentary,it,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children of Summer,0.6,8.0,76,Comedy,es,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You Only Come at Night,0.796,5.4,95,Drama,es,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La flecha envenenada,0.991,5.6,75,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ape to Man,1.117,7.2,100,"History,Documentary",en,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anti-Gas Skin,1.091,4.4,123,"Fantasy,Drama",ko,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hitler's Games, Berlin 1936",0.6,6.6,85,"Documentary,History,War,TVMovie",fr,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Abstract Experiment in Kodachrome,0.6,5.8,3,Animation,en,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Livescream,0.6,6.0,67,Horror,en,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Letters Home,0.6,7.2,104,"TVMovie,Drama",fr,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
El hijo de Santo en frontera sin ley,0.6,4.6,88,"Action,Adventure,Thriller",es,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fatal Pulse,1.117,3.8,115,Thriller,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Burlesque Assassins,1.166,4.0,96,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer,0.634,6.1,105,Unknown,de,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Invisible Men,0.757,4.8,60,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Charrasqueado,0.741,6.8,98,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Above and Beyond: NASA's Journey to Tomorrow,0.875,7.8,90,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Inheritors,1.018,7.2,90,Documentary,es,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apaixonados: O Filme,0.786,7.6,94,"Comedy,Romance",pt,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Red Headed Corpse,1.152,5.4,82,Horror,it,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Projectionist,0.958,5.4,88,"Comedy,Fantasy",en,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Arabesque,0.99,8.2,7,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dinty,0.881,5.2,72,"Adventure,Comedy",en,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morena clara,1.107,6.0,105,"Comedy,Romance",es,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Travis,0.632,6.4,12,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Delian Mode,0.803,5.4,25,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Pura,0.6,4.6,94,"Drama,Comedy",es,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Esos viejos rabo verdes,0.6,5.0,95,Unknown,es,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Innan vintern kommer,1.035,3.8,75,Drama,sv,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blossom,1.044,7.6,6,"Animation,Drama,Music,Family",ja,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Earthquake in Chile,0.6,5.1,86,Drama,de,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El ardiente deseo,1.016,4.4,85,Drama,es,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoked And Broke,1.018,7.2,55,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 8,0.766,5.6,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 9,0.6,5.8,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 10,0.6,6.0,3,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 11,0.6,5.8,3,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 12,0.6,6.0,3,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 13,0.6,5.6,2,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kohram,0.743,6.6,150,"Action,Drama,Thriller,Crime",hi,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Prelude 14,0.6,5.8,1,Animation,en,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una aventura en la noche,0.639,5.6,90,"Crime,Romance,Thriller",es,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Andy the Talking Hedgehog,1.108,3.8,76,"Adventure,Comedy,Family,Fantasy",en,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Prelude 7,0.762,6.0,5,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prelude 6,0.761,5.8,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La segunda mujer,0.6,5.0,90,Unknown,es,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zemanovaload,1.144,5.3,90,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looney Lens: Pas de deux,0.6,4.8,4,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Afghan Cycles,0.6,7.0,90,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Busty Doll,0.6,6.6,25,Documentary,es,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obsession: A Taste for Fear,1.119,3.7,89,"Horror,Thriller",it,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Campus Crush,0.787,4.8,128,"Comedy,Drama,Romance",tl,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Brussels Business,1.116,6.8,85,Documentary,fr,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chef!,0.6,5.4,61,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amazon Forever,0.859,5.7,91,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
That Inferior Feeling,0.688,5.4,9,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Every Day my Dad Dies,0.6,5.4,13,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Boîte,1.179,4.8,100,Comedy,fr,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jam Session (The Official Bootleg of Kikujiro),0.867,6.6,93,Documentary,ja,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time to Eat,0.751,5.0,4,Horror,en,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Belle of Amherst,0.911,7.6,90,"Drama,TVMovie",en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Imperialists Are Still Alive!,1.086,4.4,90,"Drama,Comedy,Romance",en,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mr. Abbott Bitt at Convent,0.6,6.0,5,Comedy,fr,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dani and Alice,0.766,3.0,11,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Other Pair,0.6,6.0,6,Drama,ar,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gateway,0.674,5.0,13,ScienceFiction,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hackers: Wizards of the Electronic Age,0.689,6.8,26,"Documentary,TVMovie",en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indésirables,0.777,4.7,94,Drama,fr,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
México nunca duerme,0.741,5.2,81,Unknown,es,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rik Mayall Presents: Micky Love,0.879,6.8,50,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Drifter,1.144,4.4,89,"Horror,Thriller,Crime",en,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
'70s Show: A XXX Parody,0.844,5.2,121,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruz Diablo,1.071,5.2,83,"Action,Adventure,Drama",es,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean,0.6,8.0,15,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La diga del ghiacciaio,0.6,6.4,11,Documentary,it,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bread,0.741,6.0,7,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House Comes with a Bird,1.068,6.2,15,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Squad,0.811,8.0,97,"Drama,War",ru,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Inertia,0.864,8.0,100,Drama,es,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Interest,0.821,5.4,92,"Action,Drama,Thriller",en,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Smoke Screen,1.152,5.0,86,Thriller,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jailbreak,0.827,6.4,60,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradox Lake,1.086,3.2,85,"Drama,Horror",en,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Jewish Prudence,1.102,6.5,19,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trois petits points,0.6,7.0,3,Animation,fr,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dwelling,1.122,4.4,90,Horror,en,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zombie Musical,0.84,5.4,16,"Music,Comedy,Horror,Action",en,5,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dusty Stacks of Mom: The Poster Project,0.6,6.0,41,"Animation,Documentary",en,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caught,0.6,6.0,14,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Trip,0.6,4.8,23,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the Cyber Octopuses,0.6,5.667,19,"Action,ScienceFiction,Thriller",en,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Fat, Bald, Short Man",1.107,5.8,91,"Animation,Drama,Comedy",es,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bella Ciao,0.6,7.1,92,Documentary,it,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anime 404,0.6,8.7,4,"Comedy,Animation,Music",en,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Junk,0.785,5.4,92,"Crime,Action,Drama",ru,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnaval, [I]",0.6,5.3,1,Documentary,fr,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danse Tyrolienne,0.6,4.4,1,Documentary,xx,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lourdes, transporting the sick, II",0.6,3.8,1,Documentary,xx,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garde descendante du Palais Saint James,0.6,4.4,1,Unknown,fr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Danse des Ciociari,0.745,4.0,1,Documentary,fr,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Way Upstream,1.189,7.2,101,"TVMovie,Comedy,Drama,Horror",en,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Marriage in Buenos Aires,1.029,6.2,73,Comedy,es,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Empty Chair,1.187,4.8,103,"Horror,Thriller",id,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Las puertas del presidio,0.672,5.2,91,Drama,es,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Forever Dead,0.667,1.2,102,Horror,en,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Documenting the Face of America: Roy Stryker & the FSA Photographers,0.87,6.3,61,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Writers : 1983-2003, 20 ans de graffiti à Paris",0.6,5.8,93,Documentary,fr,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digits,0.81,6.6,8,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Search For Robert Johnson,0.6,6.1,72,"Documentary,Music",en,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wad: surviving on the border of water and land,0.6,8.3,93,Documentary,nl,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Paradise Too Far,0.782,4.6,90,Drama,fr,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Gert Lush Christmas,1.079,3.8,59,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Winter, the Dolphin that Can",0.617,8.4,94,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Wringing Good Joke,0.6,3.8,1,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firemen Rescuing Men and Women,0.741,4.4,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"U.S. Troops Landing at Daiquiri, Cuba",0.6,3.0,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Love Feast,1.26,3.8,63,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Barton: Special Agent,1.161,3.4,70,"Action,Crime,Comedy",en,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talk To Mum,0.762,5.0,87,Comedy,ar,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Searching Ruins on Broadway, Galveston, for Dead Bodies",0.6,5.0,1,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get a Life,0.6,4.0,72,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100: Run and Become,1.061,6.6,79,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tung,0.6,7.2,5,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Six O'Clock News,0.6,6.0,103,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Million Dollar Moon Rock Heist,0.767,7.3,44,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return at Dawn,0.98,7.6,94,"Drama,Romance",fr,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
New Black Diamond Express,0.6,4.2,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Capture of Boer Battery by British,0.6,3.2,1,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Trip Thru a Hollywood Studio,1.153,5.2,10,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ears, Nose and Throat",0.6,6.7,11,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les secrets de l'invisible,0.853,6.4,25,Comedy,fr,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle's Apartment,0.745,5.2,25,Comedy,ru,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tibet in Song,0.6,6.8,86,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Plants,0.6,6.2,108,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Sky,1.263,2.4,93,Drama,es,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitchcock: Shadow of a Genius,0.825,8.4,101,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epidemic,1.123,6.4,71,Horror,en,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Her Majesty,1.265,5.8,105,"Drama,Family",en,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bad Girl Avenue,0.6,5.2,81,Drama,de,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartaco,0.741,4.8,72,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Max Takes a Picture,0.6,5.6,13,Unknown,fr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aravind SA - Madrasi Da,0.6,6.0,60,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Intentions,0.771,4.8,9,"Animation,Crime,Drama,Mystery,Thriller",en,5,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Loads,0.6,4.2,19,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mari,1.238,6.0,94,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dust On Our Hearts,0.6,5.8,91,Drama,de,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Questo mondo è per te,0.773,6.4,80,Comedy,it,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manos arriba,0.766,5.0,95,Unknown,es,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arrival,0.633,6.2,22,"Animation,Drama,Romance",en,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Angel in Exile,1.123,5.1,90,"Drama,Romance,Western",en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Bye, Bye Harry",0.791,6.8,90,Comedy,de,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Gore,1.277,6.0,51,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Country Blue,1.094,5.0,98,"Drama,Crime",en,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Once & Future Queen,0.6,4.6,72,Drama,en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Cavale Epique De Paolo Zappa,0.992,10.0,9,"Action,Comedy",fr,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom Song,1.146,5.8,112,"Drama,TVMovie",en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Hamburger America,0.6,7.0,54,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single,0.779,7.3,127,"Drama,Comedy,Romance",id,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Natives,1.267,6.0,20,"Drama,Comedy",en,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Handcuffs,0.6,5.8,8,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Bebe Love: #KiligPaMore,1.082,5.2,106,"Comedy,Romance",tl,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On Top Down Under,0.6,4.4,26,Fantasy,xx,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Star,1.03,3.9,145,Drama,ko,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avión, el pueblo ausente",0.6,8.8,88,Documentary,es,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viaje al paraíso,1.027,4.0,88,"Crime,Drama,Comedy",es,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hating Breitbart,1.151,5.8,85,Documentary,en,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bavure,0.6,6.8,4,Animation,fr,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Boy,0.803,5.8,12,Drama,fr,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngju,1.128,6.6,100,Drama,ko,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mail Order Wife,1.135,4.0,92,"Comedy,Romance",en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Human Mirror,0.6,5.0,15,"Crime,Drama",es,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Definition of Lonely,0.777,3.8,14,"Romance,Drama",en,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Elephant,0.6,6.4,10,Animation,ru,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferryman Maria,0.6,6.4,85,"Thriller,Drama",de,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Threat,1.078,6.8,84,"Crime,Action",ja,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Clean,0.6,6.5,18,Unknown,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zombie Psycho STHLM,0.6,3.8,13,"Action,Horror",en,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Name Is Tonho,0.765,5.1,90,"Western,Drama,Crime",pt,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Traces of Life,0.6,6.0,122,Drama,ko,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heaven Eternal, Earth Everlasting",0.6,4.4,105,"Drama,Romance",zh,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Varun Thakur: Vicky This Side, Varun That Side",0.6,7.6,50,Comedy,en,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumer,0.6,7.2,10,ScienceFiction,en,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spring: Episode 4 - The Games and the Reefs / Floréal,0.6,6.1,2,Unknown,fr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
